profile_code,profile_name,profile_description,source_category_fields_available,matched_keywords,initial_group,confidence,reason,filter_tier,filter_reason,profile_family,recommended_use
6237,Diesel Exhaust,Test cycle - TRANSITION,profile name; profile notes; category level 1; category level 2; category level 3; keywords,diesel,fuel oil/diesel,high,explicit source match in category field(s),A_core_v0,transport exhaust; fuel oil,diesel exhaust,keep_for_v0_source_set
6238,Diesel Exhaust,Test cycle - CRUISE,profile name; profile notes; category level 1; category level 2; category level 3; keywords,diesel,fuel oil/diesel,high,explicit source match in category field(s),A_core_v0,transport exhaust; fuel oil,diesel exhaust,keep_for_v0_source_set
6239,Diesel Exhaust,Test cycle - IDLE,profile name; profile notes; category level 1; category level 2; category level 3; keywords,diesel,fuel oil/diesel,high,explicit source match in category field(s),A_core_v0,transport exhaust; fuel oil,diesel exhaust,keep_for_v0_source_set
6240,Diesel Exhaust,Test cycle - TRANSITION,profile name; profile notes; category level 1; category level 2; category level 3; keywords,diesel,fuel oil/diesel,high,explicit source match in category field(s),A_core_v0,transport exhaust; fuel oil,diesel exhaust,keep_for_v0_source_set
6241,Diesel Exhaust,Test cycle - CRUISE,profile name; profile notes; category level 1; category level 2; category level 3; keywords,diesel,fuel oil/diesel,high,explicit source match in category field(s),A_core_v0,transport exhaust; fuel oil,diesel exhaust,keep_for_v0_source_set
6242,Diesel Exhaust,Test cycle - IDLE,profile name; profile notes; category level 1; category level 2; category level 3; keywords,diesel,fuel oil/diesel,high,explicit source match in category field(s),A_core_v0,transport exhaust; fuel oil,diesel exhaust,keep_for_v0_source_set
6243,Diesel Exhaust,Test cycle - TRANSITION,profile name; profile notes; category level 1; category level 2; category level 3; keywords,diesel,fuel oil/diesel,high,explicit source match in category field(s),A_core_v0,transport exhaust; fuel oil,diesel exhaust,keep_for_v0_source_set
6244,Diesel Generator Exhaust,The back up generator was operated at a constant engine speed at 10% of the generator’s maximum rated power output.,profile name; profile notes; category level 1; category level 2; category level 3; keywords,diesel,fuel oil/diesel,high,explicit source match in category field(s),A_core_v0,fuel oil; industrial/reference proxy,diesel generator exhaust,keep_for_v0_source_set
6245,Diesel Generator Exhaust,The back up generator was operated at a constant engine speed at 25% of the generator’s maximum rated power output.,profile name; profile notes; category level 1; category level 2; category level 3; keywords,diesel,fuel oil/diesel,high,explicit source match in category field(s),A_core_v0,fuel oil; industrial/reference proxy,diesel generator exhaust,keep_for_v0_source_set
6246,Diesel Generator Exhaust,The back up generator was operated at a constant engine speed at 50% of the generator’s maximum rated power output.,profile name; profile notes; category level 1; category level 2; category level 3; keywords,diesel,fuel oil/diesel,high,explicit source match in category field(s),A_core_v0,fuel oil; industrial/reference proxy,diesel generator exhaust,keep_for_v0_source_set
6247,Diesel Generator Exhaust,The back up generator was operated at a constant engine speed at 75% of the generator’s maximum rated power output.,profile name; profile notes; category level 1; category level 2; category level 3; keywords,diesel,fuel oil/diesel,high,explicit source match in category field(s),A_core_v0,fuel oil; industrial/reference proxy,diesel generator exhaust,keep_for_v0_source_set
6248,Diesel Generator Exhaust,The back up generator was operated at a constant engine speed at the generator’s maximum rated power output.,profile name; profile notes; category level 1; category level 2; category level 3; keywords,diesel,fuel oil/diesel,high,explicit source match in category field(s),A_core_v0,fuel oil; industrial/reference proxy,diesel generator exhaust,keep_for_v0_source_set
6249,Diesel Exhaust - Heavy-heavy duty truck - CARB IDLE,"SVOC species were measured for both PM and gaseous phases.  For estimating PM portion of SVOC emissions, suggest using splitting factors as described in the memorandum 'Semi-volatile Organic Compound Partitioning Factors and Methodology Applied to Prepare Mobile Source Exhaust Profiles in the SPECIATE Database' prepared by Hsu and Divita for EPA SPECIATE database, September 7, 2007.",profile name; profile notes; category level 1; category level 2; category level 3; keywords,diesel,fuel oil/diesel,high,explicit source match in category field(s),A_core_v0,transport exhaust; fuel oil,diesel exhaust,keep_for_v0_source_set
6250,Diesel Exhaust - Heavy-heavy duty truck - CARB CREEP,"SVOC species were measured for both PM and gaseous phases.  For estimating PM portion of SVOC emissions, suggest using splitting factors as described in the memorandum 'Semi-volatile Organic Compound Partitioning Factors and Methodology Applied to Prepare Mobile Source Exhaust Profiles in the SPECIATE Database' prepared by Hsu and Divita for EPA SPECIATE database, September 7, 2007.",profile name; profile notes; category level 1; category level 2; category level 3; keywords,diesel,fuel oil/diesel,high,explicit source match in category field(s),A_core_v0,transport exhaust; fuel oil,diesel exhaust,keep_for_v0_source_set
6251,Diesel Exhaust - Heavy-heavy duty truck - CARB TRANSIENT,"SVOC species were measured for both PM and gaseous phases.  For estimating PM portion of SVOC emissions, suggest using splitting factors as described in the memorandum 'Semi-volatile Organic Compound Partitioning Factors and Methodology Applied to Prepare Mobile Source Exhaust Profiles in the SPECIATE Database' prepared by Hsu and Divita for EPA SPECIATE database, September 7, 2007.",profile name; profile notes; category level 1; category level 2; category level 3; keywords,diesel,fuel oil/diesel,high,explicit source match in category field(s),A_core_v0,transport exhaust; fuel oil,diesel exhaust,keep_for_v0_source_set
6252,Diesel Exhaust - Heavy-heavy duty truck - CARB CRUISE,"SVOC species were measured for both PM and gaseous phases.  For estimating PM portion of SVOC emissions, suggest using splitting factors as described in the memorandum 'Semi-volatile Organic Compound Partitioning Factors and Methodology Applied to Prepare Mobile Source Exhaust Profiles in the SPECIATE Database' prepared by Hsu and Divita for EPA SPECIATE database, September 7, 2007.",profile name; profile notes; category level 1; category level 2; category level 3; keywords,diesel,fuel oil/diesel,high,explicit source match in category field(s),A_core_v0,transport exhaust; fuel oil,diesel exhaust,keep_for_v0_source_set
6253,Diesel Exhaust - Heavy-heavy duty truck - CARB LONG IDLE,"SVOC species were measured for both PM and gaseous phases.  For estimating PM portion of SVOC emissions, suggest using splitting factors as described in the memorandum 'Semi-volatile Organic Compound Partitioning Factors and Methodology Applied to Prepare Mobile Source Exhaust Profiles in the SPECIATE Database' prepared by Hsu and Divita for EPA SPECIATE database, September 7, 2007.",profile name; profile notes; category level 1; category level 2; category level 3; keywords,diesel,fuel oil/diesel,high,explicit source match in category field(s),A_core_v0,transport exhaust; fuel oil,diesel exhaust,keep_for_v0_source_set
6254,Diesel Exhaust - Heavy-heavy duty truck - CARB LONG CREEP,"SVOC species were measured for both PM and gaseous phases.  For estimating PM portion of SVOC emissions, suggest using splitting factors as described in the memorandum 'Semi-volatile Organic Compound Partitioning Factors and Methodology Applied to Prepare Mobile Source Exhaust Profiles in the SPECIATE Database' prepared by Hsu and Divita for EPA SPECIATE database, September 7, 2007.",profile name; profile notes; category level 1; category level 2; category level 3; keywords,diesel,fuel oil/diesel,high,explicit source match in category field(s),A_core_v0,transport exhaust; fuel oil,diesel exhaust,keep_for_v0_source_set
6255,Diesel Exhaust - Heavy-heavy duty truck - CARB IDLE,"SVOC species were measured for both PM and gaseous phases.  For estimating PM portion of SVOC emissions, suggest using splitting factors as described in the memorandum 'Semi-volatile Organic Compound Partitioning Factors and Methodology Applied to Prepare Mobile Source Exhaust Profiles in the SPECIATE Database' prepared by Hsu and Divita for EPA SPECIATE database, September 7, 2007.",profile name; profile notes; category level 1; category level 2; category level 3; keywords,diesel,fuel oil/diesel,high,explicit source match in category field(s),A_core_v0,transport exhaust; fuel oil,diesel exhaust,keep_for_v0_source_set
6256,Diesel Exhaust - Heavy-heavy duty truck - CARB CREEP,"SVOC species were measured for both PM and gaseous phases.  For estimating PM portion of SVOC emissions, suggest using splitting factors as described in the memorandum 'Semi-volatile Organic Compound Partitioning Factors and Methodology Applied to Prepare Mobile Source Exhaust Profiles in the SPECIATE Database' prepared by Hsu and Divita for EPA SPECIATE database, September 7, 2007.",profile name; profile notes; category level 1; category level 2; category level 3; keywords,diesel,fuel oil/diesel,high,explicit source match in category field(s),A_core_v0,transport exhaust; fuel oil,diesel exhaust,keep_for_v0_source_set
6257,Diesel Exhaust - Heavy-heavy duty truck - CARB TRANSIENT,"SVOC species were measured for both PM and gaseous phases.  For estimating PM portion of SVOC emissions, suggest using splitting factors as described in the memorandum 'Semi-volatile Organic Compound Partitioning Factors and Methodology Applied to Prepare Mobile Source Exhaust Profiles in the SPECIATE Database' prepared by Hsu and Divita for EPA SPECIATE database, September 7, 2007.",profile name; profile notes; category level 1; category level 2; category level 3; keywords,diesel,fuel oil/diesel,high,explicit source match in category field(s),A_core_v0,transport exhaust; fuel oil,diesel exhaust,keep_for_v0_source_set
6258,Diesel Exhaust - Heavy-heavy duty truck - CARB CRUISE,"SVOC species were measured for both PM and gaseous phases.  For estimating PM portion of SVOC emissions, suggest using splitting factors as described in the memorandum 'Semi-volatile Organic Compound Partitioning Factors and Methodology Applied to Prepare Mobile Source Exhaust Profiles in the SPECIATE Database' prepared by Hsu and Divita for EPA SPECIATE database, September 7, 2007.",profile name; profile notes; category level 1; category level 2; category level 3; keywords,diesel,fuel oil/diesel,high,explicit source match in category field(s),A_core_v0,transport exhaust; fuel oil,diesel exhaust,keep_for_v0_source_set
6259,Diesel Exhaust - Heavy-heavy duty truck - CARB Urban Driving Dynamometer Schedule,"SVOC species were measured for both PM and gaseous phases.  For estimating PM portion of SVOC emissions, suggest using splitting factors as described in the memorandum 'Semi-volatile Organic Compound Partitioning Factors and Methodology Applied to Prepare Mobile Source Exhaust Profiles in the SPECIATE Database' prepared by Hsu and Divita for EPA SPECIATE database, September 7, 2007.",profile name; profile notes; category level 1; category level 2; category level 3; keywords,diesel,fuel oil/diesel,high,explicit source match in category field(s),A_core_v0,transport exhaust; fuel oil,diesel exhaust,keep_for_v0_source_set
6260,Diesel Exhaust - Heavy-heavy duty truck - CARB Urban Driving Dynamometer Schedule,"SVOC species were measured for both PM and gaseous phases.  For estimating PM portion of SVOC emissions, suggest using splitting factors as described in the memorandum 'Semi-volatile Organic Compound Partitioning Factors and Methodology Applied to Prepare Mobile Source Exhaust Profiles in the SPECIATE Database' prepared by Hsu and Divita for EPA SPECIATE database, September 7, 2007.",profile name; profile notes; category level 1; category level 2; category level 3; keywords,diesel,fuel oil/diesel,high,explicit source match in category field(s),A_core_v0,transport exhaust; fuel oil,diesel exhaust,keep_for_v0_source_set
6261,Diesel Exhaust - Heavy-heavy duty truck - CARB Urban Driving Dynamometer Schedule,"SVOC species were measured for both PM and gaseous phases.  For estimating PM portion of SVOC emissions, suggest using splitting factors as described in the memorandum 'Semi-volatile Organic Compound Partitioning Factors and Methodology Applied to Prepare Mobile Source Exhaust Profiles in the SPECIATE Database' prepared by Hsu and Divita for EPA SPECIATE database, September 7, 2007.",profile name; profile notes; category level 1; category level 2; category level 3; keywords,diesel,fuel oil/diesel,high,explicit source match in category field(s),A_core_v0,transport exhaust; fuel oil,diesel exhaust,keep_for_v0_source_set
6262,Diesel Exhaust - Heavy-heavy duty truck - CARB Urban Driving Dynamometer Schedule,"SVOC species were measured for both PM and gaseous phases.  For estimating PM portion of SVOC emissions, suggest using splitting factors as described in the memorandum 'Semi-volatile Organic Compound Partitioning Factors and Methodology Applied to Prepare Mobile Source Exhaust Profiles in the SPECIATE Database' prepared by Hsu and Divita for EPA SPECIATE database, September 7, 2007.",profile name; profile notes; category level 1; category level 2; category level 3; keywords,diesel,fuel oil/diesel,high,explicit source match in category field(s),A_core_v0,transport exhaust; fuel oil,diesel exhaust,keep_for_v0_source_set
6263,Diesel Exhaust - Heavy-heavy duty truck - CARB TRANSIENT,"SVOC species were measured for both PM and gaseous phases.  For estimating PM portion of SVOC emissions, suggest using splitting factors as described in the memorandum 'Semi-volatile Organic Compound Partitioning Factors and Methodology Applied to Prepare Mobile Source Exhaust Profiles in the SPECIATE Database' prepared by Hsu and Divita for EPA SPECIATE database, September 7, 2007.",profile name; profile notes; category level 1; category level 2; category level 3; keywords,diesel,fuel oil/diesel,high,explicit source match in category field(s),A_core_v0,transport exhaust; fuel oil,diesel exhaust,keep_for_v0_source_set
6264,Diesel Exhaust - Heavy-heavy duty truck - CARB CRUISE,"SVOC species were measured for both PM and gaseous phases.  For estimating PM portion of SVOC emissions, suggest using splitting factors as described in the memorandum 'Semi-volatile Organic Compound Partitioning Factors and Methodology Applied to Prepare Mobile Source Exhaust Profiles in the SPECIATE Database' prepared by Hsu and Divita for EPA SPECIATE database, September 7, 2007.",profile name; profile notes; category level 1; category level 2; category level 3; keywords,diesel,fuel oil/diesel,high,explicit source match in category field(s),A_core_v0,transport exhaust; fuel oil,diesel exhaust,keep_for_v0_source_set
6265,Diesel Exhaust - Heavy-heavy duty truck - CARB EXTENDED IDLE,"SVOC species were measured for both PM and gaseous phases.  For estimating PM portion of SVOC emissions, suggest using splitting factors as described in the memorandum 'Semi-volatile Organic Compound Partitioning Factors and Methodology Applied to Prepare Mobile Source Exhaust Profiles in the SPECIATE Database' prepared by Hsu and Divita for EPA SPECIATE database, September 7, 2007.",profile name; profile notes; category level 1; category level 2; category level 3; keywords,diesel,fuel oil/diesel,high,explicit source match in category field(s),A_core_v0,transport exhaust; fuel oil,diesel exhaust,keep_for_v0_source_set
6266,Diesel Exhaust - Heavy-heavy duty truck - CARB EXTENDED CREEP,"SVOC species were measured for both PM and gaseous phases.  For estimating PM portion of SVOC emissions, suggest using splitting factors as described in the memorandum 'Semi-volatile Organic Compound Partitioning Factors and Methodology Applied to Prepare Mobile Source Exhaust Profiles in the SPECIATE Database' prepared by Hsu and Divita for EPA SPECIATE database, September 7, 2007.",profile name; profile notes; category level 1; category level 2; category level 3; keywords,diesel,fuel oil/diesel,high,explicit source match in category field(s),A_core_v0,transport exhaust; fuel oil,diesel exhaust,keep_for_v0_source_set
6267,Diesel Exhaust - Heavy-heavy duty truck - CARB TRANSIENT,"SVOC species were measured for both PM and gaseous phases.  For estimating PM portion of SVOC emissions, suggest using splitting factors as described in the memorandum 'Semi-volatile Organic Compound Partitioning Factors and Methodology Applied to Prepare Mobile Source Exhaust Profiles in the SPECIATE Database' prepared by Hsu and Divita for EPA SPECIATE database, September 7, 2007.",profile name; profile notes; category level 1; category level 2; category level 3; keywords,diesel,fuel oil/diesel,high,explicit source match in category field(s),A_core_v0,transport exhaust; fuel oil,diesel exhaust,keep_for_v0_source_set
6268,Diesel Exhaust - Heavy-heavy duty truck - CARB CRUISE,"SVOC species were measured for both PM and gaseous phases.  For estimating PM portion of SVOC emissions, suggest using splitting factors as described in the memorandum 'Semi-volatile Organic Compound Partitioning Factors and Methodology Applied to Prepare Mobile Source Exhaust Profiles in the SPECIATE Database' prepared by Hsu and Divita for EPA SPECIATE database, September 7, 2007.",profile name; profile notes; category level 1; category level 2; category level 3; keywords,diesel,fuel oil/diesel,high,explicit source match in category field(s),A_core_v0,transport exhaust; fuel oil,diesel exhaust,keep_for_v0_source_set
6269,Diesel Exhaust - Heavy-heavy duty truck - CARB EXTENDED IDLE,"SVOC species were measured for both PM and gaseous phases.  For estimating PM portion of SVOC emissions, suggest using splitting factors as described in the memorandum 'Semi-volatile Organic Compound Partitioning Factors and Methodology Applied to Prepare Mobile Source Exhaust Profiles in the SPECIATE Database' prepared by Hsu and Divita for EPA SPECIATE database, September 7, 2007.",profile name; profile notes; category level 1; category level 2; category level 3; keywords,diesel,fuel oil/diesel,high,explicit source match in category field(s),A_core_v0,transport exhaust; fuel oil,diesel exhaust,keep_for_v0_source_set
6270,Diesel Exhaust - Heavy-heavy duty truck - CARB CREEP,"SVOC species were measured for both PM and gaseous phases.  For estimating PM portion of SVOC emissions, suggest using splitting factors as described in the memorandum 'Semi-volatile Organic Compound Partitioning Factors and Methodology Applied to Prepare Mobile Source Exhaust Profiles in the SPECIATE Database' prepared by Hsu and Divita for EPA SPECIATE database, September 7, 2007.",profile name; profile notes; category level 1; category level 2; category level 3; keywords,diesel,fuel oil/diesel,high,explicit source match in category field(s),A_core_v0,transport exhaust; fuel oil,diesel exhaust,keep_for_v0_source_set
6271,Diesel Exhaust - Heavy-heavy duty truck - CARB UDDS,"SVOC species were measured for both PM and gaseous phases.  For estimating PM portion of SVOC emissions, suggest using splitting factors as described in the memorandum 'Semi-volatile Organic Compound Partitioning Factors and Methodology Applied to Prepare Mobile Source Exhaust Profiles in the SPECIATE Database' prepared by Hsu and Divita for EPA SPECIATE database, September 7, 2007.",profile name; profile notes; category level 1; category level 2; category level 3; keywords,diesel,fuel oil/diesel,high,explicit source match in category field(s),A_core_v0,transport exhaust; fuel oil,diesel exhaust,keep_for_v0_source_set
6272,Diesel Exhaust - Heavy-heavy duty truck - CARB TRANSIENT,"SVOC species were measured for both PM and gaseous phases.  For estimating PM portion of SVOC emissions, suggest using splitting factors as described in the memorandum 'Semi-volatile Organic Compound Partitioning Factors and Methodology Applied to Prepare Mobile Source Exhaust Profiles in the SPECIATE Database' prepared by Hsu and Divita for EPA SPECIATE database, September 7, 2007.",profile name; profile notes; category level 1; category level 2; category level 3; keywords,diesel,fuel oil/diesel,high,explicit source match in category field(s),A_core_v0,transport exhaust; fuel oil,diesel exhaust,keep_for_v0_source_set
6273,Diesel Exhaust - Heavy-heavy duty truck - CARB IDLE,"SVOC species were measured for both PM and gaseous phases.  For estimating PM portion of SVOC emissions, suggest using splitting factors as described in the memorandum 'Semi-volatile Organic Compound Partitioning Factors and Methodology Applied to Prepare Mobile Source Exhaust Profiles in the SPECIATE Database' prepared by Hsu and Divita for EPA SPECIATE database, September 7, 2007.",profile name; profile notes; category level 1; category level 2; category level 3; keywords,diesel,fuel oil/diesel,high,explicit source match in category field(s),A_core_v0,transport exhaust; fuel oil,diesel exhaust,keep_for_v0_source_set
6274,Diesel Exhaust - Heavy-heavy duty truck - CARB EXTENDED CREEP,"SVOC species were measured for both PM and gaseous phases.  For estimating PM portion of SVOC emissions, suggest using splitting factors as described in the memorandum 'Semi-volatile Organic Compound Partitioning Factors and Methodology Applied to Prepare Mobile Source Exhaust Profiles in the SPECIATE Database' prepared by Hsu and Divita for EPA SPECIATE database, September 7, 2007.",profile name; profile notes; category level 1; category level 2; category level 3; keywords,diesel,fuel oil/diesel,high,explicit source match in category field(s),A_core_v0,transport exhaust; fuel oil,diesel exhaust,keep_for_v0_source_set
6275,Diesel Exhaust - Heavy-heavy duty truck - CARB CRUISE,"SVOC species were measured for both PM and gaseous phases.  For estimating PM portion of SVOC emissions, suggest using splitting factors as described in the memorandum 'Semi-volatile Organic Compound Partitioning Factors and Methodology Applied to Prepare Mobile Source Exhaust Profiles in the SPECIATE Database' prepared by Hsu and Divita for EPA SPECIATE database, September 7, 2007.",profile name; profile notes; category level 1; category level 2; category level 3; keywords,diesel,fuel oil/diesel,high,explicit source match in category field(s),A_core_v0,transport exhaust; fuel oil,diesel exhaust,keep_for_v0_source_set
6276,Diesel Exhaust - Heavy-heavy duty truck - CARB CRUISE,"SVOC species were measured for both PM and gaseous phases.  For estimating PM portion of SVOC emissions, suggest using splitting factors as described in the memorandum 'Semi-volatile Organic Compound Partitioning Factors and Methodology Applied to Prepare Mobile Source Exhaust Profiles in the SPECIATE Database' prepared by Hsu and Divita for EPA SPECIATE database, September 7, 2007.",profile name; profile notes; category level 1; category level 2; category level 3; keywords,diesel,fuel oil/diesel,high,explicit source match in category field(s),A_core_v0,transport exhaust; fuel oil,diesel exhaust,keep_for_v0_source_set
6277,Diesel Exhaust - Heavy-heavy duty truck - CARB CRUISE,"SVOC species were measured for both PM and gaseous phases.  For estimating PM portion of SVOC emissions, suggest using splitting factors as described in the memorandum 'Semi-volatile Organic Compound Partitioning Factors and Methodology Applied to Prepare Mobile Source Exhaust Profiles in the SPECIATE Database' prepared by Hsu and Divita for EPA SPECIATE database, September 7, 2007.",profile name; profile notes; category level 1; category level 2; category level 3; keywords,diesel,fuel oil/diesel,high,explicit source match in category field(s),A_core_v0,transport exhaust; fuel oil,diesel exhaust,keep_for_v0_source_set
6278,Diesel Exhaust - Heavy-heavy duty truck - CARB CRUISE,"SVOC species were measured for both PM and gaseous phases.  For estimating PM portion of SVOC emissions, suggest using splitting factors as described in the memorandum 'Semi-volatile Organic Compound Partitioning Factors and Methodology Applied to Prepare Mobile Source Exhaust Profiles in the SPECIATE Database' prepared by Hsu and Divita for EPA SPECIATE database, September 7, 2007.",profile name; profile notes; category level 1; category level 2; category level 3; keywords,diesel,fuel oil/diesel,high,explicit source match in category field(s),A_core_v0,transport exhaust; fuel oil,diesel exhaust,keep_for_v0_source_set
6279,Diesel Exhaust - Heavy-heavy duty truck - CARB CRUISE,"SVOC species were measured for both PM and gaseous phases.  For estimating PM portion of SVOC emissions, suggest using splitting factors as described in the memorandum 'Semi-volatile Organic Compound Partitioning Factors and Methodology Applied to Prepare Mobile Source Exhaust Profiles in the SPECIATE Database' prepared by Hsu and Divita for EPA SPECIATE database, September 7, 2007.",profile name; profile notes; category level 1; category level 2; category level 3; keywords,diesel,fuel oil/diesel,high,explicit source match in category field(s),A_core_v0,transport exhaust; fuel oil,diesel exhaust,keep_for_v0_source_set
6280,Diesel Exhaust - Heavy-heavy duty truck - CARB IDLE,"SVOC species were measured for both PM and gaseous phases.  For estimating PM portion of SVOC emissions, suggest using splitting factors as described in the memorandum 'Semi-volatile Organic Compound Partitioning Factors and Methodology Applied to Prepare Mobile Source Exhaust Profiles in the SPECIATE Database' prepared by Hsu and Divita for EPA SPECIATE database, September 7, 2007.",profile name; profile notes; category level 1; category level 2; category level 3; keywords,diesel,fuel oil/diesel,high,explicit source match in category field(s),A_core_v0,transport exhaust; fuel oil,diesel exhaust,keep_for_v0_source_set
6281,Diesel Exhaust - Heavy-heavy duty truck - CARB IDLE,"SVOC species were measured for both PM and gaseous phases.  For estimating PM portion of SVOC emissions, suggest using splitting factors as described in the memorandum 'Semi-volatile Organic Compound Partitioning Factors and Methodology Applied to Prepare Mobile Source Exhaust Profiles in the SPECIATE Database' prepared by Hsu and Divita for EPA SPECIATE database, September 7, 2007.",profile name; profile notes; category level 1; category level 2; category level 3; keywords,diesel,fuel oil/diesel,high,explicit source match in category field(s),A_core_v0,transport exhaust; fuel oil,diesel exhaust,keep_for_v0_source_set
6282,Diesel Exhaust - Heavy-heavy duty truck - CARB IDLE,"SVOC species were measured for both PM and gaseous phases.  For estimating PM portion of SVOC emissions, suggest using splitting factors as described in the memorandum 'Semi-volatile Organic Compound Partitioning Factors and Methodology Applied to Prepare Mobile Source Exhaust Profiles in the SPECIATE Database' prepared by Hsu and Divita for EPA SPECIATE database, September 7, 2007.",profile name; profile notes; category level 1; category level 2; category level 3; keywords,diesel,fuel oil/diesel,high,explicit source match in category field(s),A_core_v0,transport exhaust; fuel oil,diesel exhaust,keep_for_v0_source_set
6283,Diesel Exhaust - Heavy-heavy duty truck - CARB IDLE,"SVOC species were measured for both PM and gaseous phases.  For estimating PM portion of SVOC emissions, suggest using splitting factors as described in the memorandum 'Semi-volatile Organic Compound Partitioning Factors and Methodology Applied to Prepare Mobile Source Exhaust Profiles in the SPECIATE Database' prepared by Hsu and Divita for EPA SPECIATE database, September 7, 2007.",profile name; profile notes; category level 1; category level 2; category level 3; keywords,diesel,fuel oil/diesel,high,explicit source match in category field(s),A_core_v0,transport exhaust; fuel oil,diesel exhaust,keep_for_v0_source_set
6284,Diesel Exhaust - Heavy-heavy duty truck - CARB IDLE,"SVOC species were measured for both PM and gaseous phases.  For estimating PM portion of SVOC emissions, suggest using splitting factors as described in the memorandum 'Semi-volatile Organic Compound Partitioning Factors and Methodology Applied to Prepare Mobile Source Exhaust Profiles in the SPECIATE Database' prepared by Hsu and Divita for EPA SPECIATE database, September 7, 2007.",profile name; profile notes; category level 1; category level 2; category level 3; keywords,diesel,fuel oil/diesel,high,explicit source match in category field(s),A_core_v0,transport exhaust; fuel oil,diesel exhaust,keep_for_v0_source_set
6285,Diesel Exhaust - Heavy-heavy duty truck - CARB IDLE,"SVOC species were measured for both PM and gaseous phases.  For estimating PM portion of SVOC emissions, suggest using splitting factors as described in the memorandum 'Semi-volatile Organic Compound Partitioning Factors and Methodology Applied to Prepare Mobile Source Exhaust Profiles in the SPECIATE Database' prepared by Hsu and Divita for EPA SPECIATE database, September 7, 2007.",profile name; profile notes; category level 1; category level 2; category level 3; keywords,diesel,fuel oil/diesel,high,explicit source match in category field(s),A_core_v0,transport exhaust; fuel oil,diesel exhaust,keep_for_v0_source_set
6286,Diesel Exhaust - Medium-heavy duty truck - CARB TRANSIENT,"SVOC species were measured for both PM and gaseous phases.  For estimating PM portion of SVOC emissions, suggest using splitting factors as described in the memorandum 'Semi-volatile Organic Compound Partitioning Factors and Methodology Applied to Prepare Mobile Source Exhaust Profiles in the SPECIATE Database' prepared by Hsu and Divita for EPA SPECIATE database, September 7, 2007.",profile name; profile notes; category level 1; category level 2; category level 3; keywords,diesel,fuel oil/diesel,high,explicit source match in category field(s),A_core_v0,transport exhaust; fuel oil,diesel exhaust,keep_for_v0_source_set
6287,Diesel Exhaust - Medium-heavy duty truck - CARB CRUISE,"SVOC species were measured for both PM and gaseous phases.  For estimating PM portion of SVOC emissions, suggest using splitting factors as described in the memorandum 'Semi-volatile Organic Compound Partitioning Factors and Methodology Applied to Prepare Mobile Source Exhaust Profiles in the SPECIATE Database' prepared by Hsu and Divita for EPA SPECIATE database, September 7, 2007.",profile name; profile notes; category level 1; category level 2; category level 3; keywords,diesel,fuel oil/diesel,high,explicit source match in category field(s),A_core_v0,transport exhaust; fuel oil,diesel exhaust,keep_for_v0_source_set
6288,Diesel Exhaust - Heavy-heavy duty truck - CARB TRANSIENT,"SVOC species were measured for both PM and gaseous phases.  For estimating PM portion of SVOC emissions, suggest using splitting factors as described in the memorandum 'Semi-volatile Organic Compound Partitioning Factors and Methodology Applied to Prepare Mobile Source Exhaust Profiles in the SPECIATE Database' prepared by Hsu and Divita for EPA SPECIATE database, September 7, 2007.",profile name; profile notes; category level 1; category level 2; category level 3; keywords,diesel,fuel oil/diesel,high,explicit source match in category field(s),A_core_v0,transport exhaust; fuel oil,diesel exhaust,keep_for_v0_source_set
6289,Diesel Exhaust - Heavy-heavy duty truck - CARB TRANSIENT,"SVOC species were measured for both PM and gaseous phases.  For estimating PM portion of SVOC emissions, suggest using splitting factors as described in the memorandum 'Semi-volatile Organic Compound Partitioning Factors and Methodology Applied to Prepare Mobile Source Exhaust Profiles in the SPECIATE Database' prepared by Hsu and Divita for EPA SPECIATE database, September 7, 2007.",profile name; profile notes; category level 1; category level 2; category level 3; keywords,diesel,fuel oil/diesel,high,explicit source match in category field(s),A_core_v0,transport exhaust; fuel oil,diesel exhaust,keep_for_v0_source_set
6290,Diesel Exhaust - Heavy-heavy duty truck - CARB TRANSIENT,"SVOC species were measured for both PM and gaseous phases.  For estimating PM portion of SVOC emissions, suggest using splitting factors as described in the memorandum 'Semi-volatile Organic Compound Partitioning Factors and Methodology Applied to Prepare Mobile Source Exhaust Profiles in the SPECIATE Database' prepared by Hsu and Divita for EPA SPECIATE database, September 7, 2007.",profile name; profile notes; category level 1; category level 2; category level 3; keywords,diesel,fuel oil/diesel,high,explicit source match in category field(s),A_core_v0,transport exhaust; fuel oil,diesel exhaust,keep_for_v0_source_set
6291,Diesel Exhaust - Heavy-heavy duty truck - CARB TRANSIENT,"SVOC species were measured for both PM and gaseous phases.  For estimating PM portion of SVOC emissions, suggest using splitting factors as described in the memorandum 'Semi-volatile Organic Compound Partitioning Factors and Methodology Applied to Prepare Mobile Source Exhaust Profiles in the SPECIATE Database' prepared by Hsu and Divita for EPA SPECIATE database, September 7, 2007.",profile name; profile notes; category level 1; category level 2; category level 3; keywords,diesel,fuel oil/diesel,high,explicit source match in category field(s),A_core_v0,transport exhaust; fuel oil,diesel exhaust,keep_for_v0_source_set
